Feature,Instance,LocX,LocY,Checkin
C,3486,1220051.16,951786.15,920
C,3487,802047.19,783586.81,2454
C,3487,802047.19,783586.81,2454
C,3488,615681.81,527389.72,1924
C,3488,615681.81,527389.72,1924
C,3489,885442.16,960150.48,1115
C,3489,885442.16,960150.48,1115
C,3490,898267.1,757809.91,915
C,3490,898267.1,757809.91,915
C,3491,1142650.44,984306.33,3575
C,3491,1142650.44,984306.33,3575
C,3492,931848.07,661765.07,1911
C,3492,931848.07,661765.07,1911
C,3493,953731.21,641824.25,224
C,3493,953731.21,641824.25,224
C,3494,959586.25,1059267.0,717
C,3494,959586.25,1059267.0,717
C,3495,1055729.31,942474.67,89
C,3495,1055729.31,942474.67,89
C,3496,579376.59,514417.66,446
C,3496,579376.59,514417.66,446
C,3497,818961.86,940898.87,870
C,3497,818961.86,940898.87,870
C,3498,866063.86,932678.68,1077
C,3498,866063.86,932678.68,1077
C,3499,768368.22,526321.59,1065
C,3499,768368.22,526321.59,1065
C,3500,1003463.92,884107.45,3519
C,3500,1003463.92,884107.45,3519
C,3501,587524.86,934905.84,2703
C,3501,587524.86,934905.84,2703
C,3502,777850.76,752685.52,218
C,3502,777850.76,752685.52,218
C,3503,1202415.89,1018797.1,414
C,3503,1202415.89,1018797.1,414
C,3504,727459.83,1065417.11,119
C,3504,727459.83,1065417.11,119
C,3505,1297664.61,868075.04,1704
C,3505,1297664.61,868075.04,1704
C,3506,977433.13,942912.51,2155
C,3506,977433.13,942912.51,2155
C,3507,1077570.13,971250.26,434
C,3507,1077570.13,971250.26,434
C,3508,1097109.93,976061.57,73
C,3508,1097109.93,976061.57,73
C,3509,1033278.15,882186.75,2969
C,3509,1033278.15,882186.75,2969
C,3510,1005576.72,854130.83,734
C,3510,1005576.72,854130.83,734
C,3511,551661.8,1093267.41,3727
C,3511,551661.8,1093267.41,3727
C,3512,1105174.66,988050.32,313
C,3512,1105174.66,988050.32,313
C,3513,723312.19,644685.98,1739
C,3513,723312.19,644685.98,1739
C,3514,827562.31,860294.27,817
C,3514,827562.31,860294.27,817
C,3515,942490.04,837570.84,479
C,3515,942490.04,837570.84,479
C,3516,973227.57,735965.02,484
C,3516,973227.57,735965.02,484
C,3517,865727.5,526463.94,2407
C,3517,865727.5,526463.94,2407
C,3518,826639.0,775441.01,1979
C,3518,826639.0,775441.01,1979
C,3519,895256.61,885634.9,850
C,3519,895256.61,885634.9,850
C,3520,954848.31,754238.05,188
C,3520,954848.31,754238.05,188
C,3521,1167381.47,1005294.25,3572
C,3521,1167381.47,1005294.25,3572
C,3522,676407.32,343008.23,2223
C,3522,676407.32,343008.23,2223
C,3523,743888.9,980242.11,646
C,3523,743888.9,980242.11,646
C,3524,687957.01,1052160.02,558
C,3524,687957.01,1052160.02,558
C,3525,1085659.37,1016212.87,1861
C,3525,1085659.37,1016212.87,1861
C,3526,671956.74,938065.54,2585
C,3526,671956.74,938065.54,2585
C,3527,1090955.3,984750.04,380
C,3527,1090955.3,984750.04,380
C,3528,764111.43,877170.51,2335
C,3528,764111.43,877170.51,2335
C,3529,826219.11,333701.51,4255
C,3529,826219.11,333701.51,4255
C,3530,632584.22,507066.7,3936
C,3530,632584.22,507066.7,3936
C,3531,1092333.02,1015606.71,404
C,3531,1092333.02,1015606.71,404
C,3532,824145.29,1022755.96,1408
C,3532,824145.29,1022755.96,1408
C,3533,714771.88,830673.27,1595
C,3533,714771.88,830673.27,1595
C,3534,1215881.25,944079.63,236
C,3534,1215881.25,944079.63,236
C,3535,1089958.48,981365.53,1555
C,3535,1089958.48,981365.53,1555
C,3536,775880.52,998728.3,1934
C,3536,775880.52,998728.3,1934
C,3537,949838.62,820806.73,785
C,3537,949838.62,820806.73,785
C,3538,1133396.22,997624.39,2302
C,3538,1133396.22,997624.39,2302
C,3539,1074399.26,978880.86,1060
C,3539,1074399.26,978880.86,1060
C,3540,889312.48,804166.85,168
C,3540,889312.48,804166.85,168
C,3541,799169.24,748007.4,3
C,3541,799169.24,748007.4,3
C,3542,1014623.79,1009476.19,1348
C,3542,1014623.79,1009476.19,1348
C,3543,883769.3,736053.6,3286
C,3543,883769.3,736053.6,3286
C,3544,1018705.72,971440.58,78
C,3544,1018705.72,971440.58,78
C,3545,883846.14,1052711.39,773
C,3545,883846.14,1052711.39,773
C,3546,1151507.06,860645.22,350
C,3546,1151507.06,860645.22,350
C,3547,907581.47,897260.88,730
C,3547,907581.47,897260.88,730
C,3548,923218.66,637199.43,324
C,3548,923218.66,637199.43,324
C,3549,804644.48,926425.17,55
C,3549,804644.48,926425.17,55
C,3550,767251.12,463163.94,542
C,3550,767251.12,463163.94,542
C,3551,1061549.82,724460.7,1207
C,3551,1061549.82,724460.7,1207
C,3552,725408.28,1070091.26,92
C,3552,725408.28,1070091.26,92
C,3553,704647.81,977976.6,905
C,3553,704647.81,977976.6,905
C,3554,1098651.37,902192.29,60
C,3554,1098651.37,902192.29,60
C,3555,855660.23,778958.85,788
C,3555,855660.23,778958.85,788
C,3556,671271.77,539851.81,1106
C,3556,671271.77,539851.81,1106
C,3557,1008916.88,1022194.55,297
C,3557,1008916.88,1022194.55,297
C,3558,1159761.13,1041716.06,1713
C,3558,1159761.13,1041716.06,1713
C,3559,814017.88,765269.69,386
C,3559,814017.88,765269.69,386
C,3560,807169.37,381257.83,1732
C,3560,807169.37,381257.83,1732
C,3561,965561.57,1021212.49,252
C,3561,965561.57,1021212.49,252
C,3562,847278.08,762657.84,128
C,3562,847278.08,762657.84,128
C,3563,912588.94,1047802.85,2873
C,3563,912588.94,1047802.85,2873
C,3564,849784.04,770700.43,1024
C,3564,849784.04,770700.43,1024
C,3565,854640.03,1043206.56,717
C,3565,854640.03,1043206.56,717
C,3566,1041387.43,1006906.19,1186
C,3566,1041387.43,1006906.19,1186
C,3567,643215.06,334665.18,539
C,3567,643215.06,334665.18,539
C,3568,1183712.53,907642.08,820
C,3568,1183712.53,907642.08,820
C,3569,1171957.91,1002850.02,198
C,3569,1171957.91,1002850.02,198
C,3570,1239629.94,1000570.52,237
C,3570,1239629.94,1000570.52,237
C,3571,677240.41,1057008.89,668
C,3571,677240.41,1057008.89,668
C,3572,852160.8,778129.55,2030
C,3572,852160.8,778129.55,2030
C,3573,1002902.58,906273.85,2060
C,3573,1002902.58,906273.85,2060
C,3574,827778.38,752676.16,5356
C,3574,827778.38,752676.16,5356
C,3575,767370.29,767206.99,473
C,3575,767370.29,767206.99,473
C,3576,741591.21,928735.44,191
C,3576,741591.21,928735.44,191
C,3577,1298245.99,880992.34,91
C,3577,1298245.99,880992.34,91
C,3578,1029941.32,1037873.66,2701
C,3578,1029941.32,1037873.66,2701
C,3579,1200200.63,834177.35,612
C,3579,1200200.63,834177.35,612
C,3580,1104325.98,956304.57,1517
C,3580,1104325.98,956304.57,1517
C,3581,550504.6,511640.69,2054
C,3581,550504.6,511640.69,2054
C,3582,735950.02,171486.41,632
C,3582,735950.02,171486.41,632
C,3583,725499.61,505795.07,377
C,3583,725499.61,505795.07,377
C,3584,1065541.53,1003294.76,1024
C,3584,1065541.53,1003294.76,1024
C,3585,969635.7,779687.52,393
C,3585,969635.7,779687.52,393
C,3586,762045.4,1030820.8,3395
C,3586,762045.4,1030820.8,3395
C,3587,664521.28,1059372.18,94
C,3587,664521.28,1059372.18,94
C,3588,1151593.93,857372.25,555
C,3588,1151593.93,857372.25,555
C,3589,954869.48,785544.55,1232
C,3589,954869.48,785544.55,1232
C,3590,870011.02,780390.22,164
C,3590,870011.02,780390.22,164
C,3591,704619.96,1090723.05,1686
C,3591,704619.96,1090723.05,1686
C,3592,808390.05,947134.27,80
C,3592,808390.05,947134.27,80
C,3593,914907.78,657348.78,650
C,3593,914907.78,657348.78,650
C,3594,914681.69,746701.36,57
C,3594,914681.69,746701.36,57
C,3595,956050.06,795893.99,778
C,3595,956050.06,795893.99,778
C,3596,881831.35,792477.74,2689
C,3596,881831.35,792477.74,2689
C,3597,1110196.61,972456.89,236
C,3597,1110196.61,972456.89,236
C,3598,859890.29,999020.9,153
C,3598,859890.29,999020.9,153
C,3599,937265.39,616921.06,515
C,3599,937265.39,616921.06,515
C,3600,1065532.62,999653.5,148
C,3600,1065532.62,999653.5,148
C,3601,932921.73,903525.48,585
C,3601,932921.73,903525.48,585
C,3602,788184.23,1004769.97,1073
C,3602,788184.23,1004769.97,1073
C,3603,622673.99,837874.4,34
C,3603,622673.99,837874.4,34
C,3604,875521.91,918810.94,1870
C,3604,875521.91,918810.94,1870
C,3605,695322.3,1090285.94,857
C,3605,695322.3,1090285.94,857
C,3606,1179831.08,970677.25,3886
C,3606,1179831.08,970677.25,3886
C,3607,448733.71,683453.91,3400
C,3607,448733.71,683453.91,3400
C,3608,843435.61,339062.72,55
C,3608,843435.61,339062.72,55
C,3609,947855.02,630301.45,1175
C,3609,947855.02,630301.45,1175
C,3610,937739.85,726307.77,159
C,3610,937739.85,726307.77,159
C,3611,711793.69,1079334.82,714
C,3611,711793.69,1079334.82,714
C,3612,458925.73,433915.06,548
C,3612,458925.73,433915.06,548
C,3613,826582.2,777730.43,782
C,3613,826582.2,777730.43,782
C,3614,971740.7,853795.01,158
C,3614,971740.7,853795.01,158
C,3615,1294602.88,885100.89,785
C,3615,1294602.88,885100.89,785
C,3616,756259.42,964296.54,951
C,3616,756259.42,964296.54,951
C,3617,623890.22,526018.67,1437
C,3617,623890.22,526018.67,1437
C,3618,632547.47,532839.4,1236
C,3618,632547.47,532839.4,1236
C,3619,852020.47,1058173.09,2032
C,3619,852020.47,1058173.09,2032
C,3620,684330.61,973518.62,1028
C,3620,684330.61,973518.62,1028
C,3621,710405.94,1096206.95,1854
C,3621,710405.94,1096206.95,1854
C,3622,801801.05,786638.19,1003
C,3622,801801.05,786638.19,1003
C,3623,1092727.29,756027.3,371
C,3623,1092727.29,756027.3,371
C,3624,931686.57,632527.54,75
C,3624,931686.57,632527.54,75
C,3625,838053.92,969654.64,478
C,3625,838053.92,969654.64,478
C,3626,800323.09,750834.16,28
C,3626,800323.09,750834.16,28
C,3627,615985.87,525880.59,880
C,3627,615985.87,525880.59,880
C,3628,1213550.15,939987.39,452
C,3628,1213550.15,939987.39,452
C,3629,631117.4,1089571.35,263
C,3629,631117.4,1089571.35,263
C,3630,796336.95,1046159.67,161
C,3630,796336.95,1046159.67,161
C,3631,1049925.51,931673.72,1983
C,3631,1049925.51,931673.72,1983
C,3632,615484.67,532445.84,10
C,3632,615484.67,532445.84,10
C,3633,1045846.92,996486.02,1010
C,3633,1045846.92,996486.02,1010
C,3634,708089.32,658944.28,2568
C,3634,708089.32,658944.28,2568
C,3635,953330.26,828431.84,421
C,3635,953330.26,828431.84,421
C,3636,937601.75,727225.92,1382
C,3636,937601.75,727225.92,1382
C,3637,395138.49,274059.25,3803
C,3637,395138.49,274059.25,3803
C,3638,1119614.56,1056358.6,1031
C,3638,1119614.56,1056358.6,1031
C,3639,802850.21,914321.78,1994
C,3639,802850.21,914321.78,1994
C,3640,628658.22,637490.67,1441
C,3640,628658.22,637490.67,1441
C,3641,931331.28,717656.25,1110
C,3641,931331.28,717656.25,1110
C,3642,1125564.26,822120.35,2281
C,3642,1125564.26,822120.35,2281
C,3643,1084704.88,989486.83,537
C,3643,1084704.88,989486.83,537
C,3644,1094363.4,1032238.89,850
C,3644,1094363.4,1032238.89,850
C,3645,1095645.34,966220.39,1690
C,3645,1095645.34,966220.39,1690
C,3646,590259.13,562575.04,1535
C,3646,590259.13,562575.04,1535
C,3647,1160257.87,992763.01,1020
C,3647,1160257.87,992763.01,1020
C,3648,941684.79,889167.48,1137
C,3648,941684.79,889167.48,1137
C,3649,1027085.64,915975.06,1258
C,3649,1027085.64,915975.06,1258
C,3650,629841.03,814524.36,709
C,3650,629841.03,814524.36,709
C,3651,1216957.14,1026754.16,842
C,3651,1216957.14,1026754.16,842
C,3652,905747.11,561112.16,519
C,3652,905747.11,561112.16,519
C,3653,587461.37,924859.52,9
C,3653,587461.37,924859.52,9
C,3654,955732.64,796228.09,573
C,3654,955732.64,796228.09,573
C,3655,869316.04,877942.6,3771
C,3655,869316.04,877942.6,3771
C,3656,856329.6,743543.09,108
C,3656,856329.6,743543.09,108
C,3657,870904.26,772472.51,1678
C,3657,870904.26,772472.51,1678
C,3658,839729.02,751909.67,2641
C,3658,839729.02,751909.67,2641
C,3659,951600.59,1039448.18,694
C,3659,951600.59,1039448.18,694
C,3660,1171074.7,1011580.98,1155
C,3660,1171074.7,1011580.98,1155
C,3661,622226.26,819301.06,379
C,3661,622226.26,819301.06,379
C,3662,955847.36,994804.41,1032
C,3662,955847.36,994804.41,1032
C,3663,666752.14,501000.71,3569
C,3663,666752.14,501000.71,3569
C,3664,939226.72,758640.27,1587
C,3664,939226.72,758640.27,1587
C,3665,1014828.72,816871.79,51
C,3665,1014828.72,816871.79,51
C,3666,941096.73,855912.39,1690
C,3666,941096.73,855912.39,1690
C,3667,703320.2,370727.76,452
C,3667,703320.2,370727.76,452
C,3668,1087959.28,851283.63,27
C,3668,1087959.28,851283.63,27
C,3669,713119.06,801789.87,2649
C,3669,713119.06,801789.87,2649
C,3670,821571.39,1018454.87,22
C,3670,821571.39,1018454.87,22
C,3671,1227775.08,1003911.9,799
C,3671,1227775.08,1003911.9,799
C,3672,830713.13,787372.38,1942
C,3672,830713.13,787372.38,1942
C,3673,948313.89,789683.24,318
C,3673,948313.89,789683.24,318
C,3674,1072044.77,831720.64,1737
C,3674,1072044.77,831720.64,1737
C,3675,855461.98,997989.69,517
C,3675,855461.98,997989.69,517
C,3676,772392.23,973532.79,1655
C,3676,772392.23,973532.79,1655
C,3677,789956.22,513659.72,1009
C,3677,789956.22,513659.72,1009
C,3678,1117511.78,986152.77,511
C,3678,1117511.78,986152.77,511
C,3679,895029.4,883508.88,766
C,3679,895029.4,883508.88,766
C,3680,666312.2,873532.31,331
C,3680,666312.2,873532.31,331
C,3681,808315.43,768886.44,209
C,3681,808315.43,768886.44,209
C,3682,664819.77,519596.88,71
C,3682,664819.77,519596.88,71
C,3683,778967.87,1038307.48,568
C,3683,778967.87,1038307.48,568
C,3684,756174.78,864696.36,325
C,3684,756174.78,864696.36,325
C,3685,906068.99,1047244.12,2179
C,3685,906068.99,1047244.12,2179
C,3686,997312.62,1049858.87,717
C,3686,997312.62,1049858.87,717
C,3687,937407.95,657946.61,888
C,3687,937407.95,657946.61,888
C,3688,864487.89,829713.32,145
C,3688,864487.89,829713.32,145
C,3689,935477.81,937007.36,2058
C,3689,935477.81,937007.36,2058
C,3690,540679.02,1107015.64,19
C,3690,540679.02,1107015.64,19
C,3691,908958.08,717214.39,432
C,3691,908958.08,717214.39,432
C,3692,1130617.39,912794.6,3
C,3692,1130617.39,912794.6,3
C,3693,940703.57,823318.31,480
C,3693,940703.57,823318.31,480
C,3694,999046.75,910573.66,2185
C,3694,999046.75,910573.66,2185
C,3695,893665.05,882974.73,545
C,3695,893665.05,882974.73,545
C,3696,1073560.6,973450.81,2035
C,3696,1073560.6,973450.81,2035
C,3697,491483.14,1120174.68,331
C,3697,491483.14,1120174.68,331
C,3698,1089707.89,971428.43,1047
C,3698,1089707.89,971428.43,1047
C,3699,900208.39,741411.54,1520
C,3699,900208.39,741411.54,1520
C,3700,937278.76,616914.72,704
C,3700,937278.76,616914.72,704
C,3701,969484.23,1037707.95,2017
C,3701,969484.23,1037707.95,2017
C,3702,1089500.73,849404.47,1743
C,3702,1089500.73,849404.47,1743
C,3703,577038.81,953050.42,1168
C,3703,577038.81,953050.42,1168
C,3704,863394.18,827607.63,992
C,3704,863394.18,827607.63,992
C,3705,820636.95,989730.27,28
C,3705,820636.95,989730.27,28
C,3706,518971.84,943866.33,3632
C,3706,518971.84,943866.33,3632
C,3707,1169073.28,1042860.3,15
C,3707,1169073.28,1042860.3,15
C,3708,1110985.15,1034939.71,500
C,3708,1110985.15,1034939.71,500
C,3709,769684.68,1061097.89,1473
C,3709,769684.68,1061097.89,1473
C,3710,864850.98,389888.65,689
C,3710,864850.98,389888.65,689
C,3711,801674.08,794580.22,2357
C,3711,801674.08,794580.22,2357
C,3712,725517.43,962701.6,1706
C,3712,725517.43,962701.6,1706
C,3713,624970.56,928333.48,623
C,3713,624970.56,928333.48,623
C,3714,1296929.53,868709.61,605
C,3714,1296929.53,868709.61,605
C,3715,847594.39,1036077.86,1180
C,3715,847594.39,1036077.86,1180
C,3716,751377.81,1062380.67,476
C,3716,751377.81,1062380.67,476
C,3717,783263.64,444815.89,923
C,3717,783263.64,444815.89,923
C,3718,953153.17,953551.61,934
C,3718,953153.17,953551.61,934
C,3719,1081591.92,958190.74,341
C,3719,1081591.92,958190.74,341
C,3720,1081818.01,716033.89,168
C,3720,1081818.01,716033.89,168
C,3721,874090.72,792008.95,605
C,3721,874090.72,792008.95,605
C,3722,654354.88,397752.19,509
C,3722,654354.88,397752.19,509
C,3723,869997.66,782675.11,489
C,3723,869997.66,782675.11,489
C,3724,414018.94,361346.8,1934
C,3724,414018.94,361346.8,1934
C,3725,673889.11,637584.59,2658
C,3725,673889.11,637584.59,2658
C,3726,1098955.43,985269.52,88
C,3726,1098955.43,985269.52,88
C,3727,776676.86,804976.93,4207
C,3727,776676.86,804976.93,4207
C,3728,757000.07,1031858.01,2102
C,3728,757000.07,1031858.01,2102
C,3729,853296.83,1100051.63,1751
C,3729,853296.83,1100051.63,1751
C,3730,1122512.56,865623.46,372
C,3730,1122512.56,865623.46,372
C,3731,937125.06,886670.08,1570
C,3731,937125.06,886670.08,1570
C,3732,936865.55,742199.87,1840
C,3732,936865.55,742199.87,1840
C,3733,797487.46,809445.37,1254
C,3733,797487.46,809445.37,1254
C,3734,849204.88,343712.02,404
C,3734,849204.88,343712.02,404
C,3735,785079.06,375553.08,1114
C,3735,785079.06,375553.08,1114
C,3736,1142199.37,969459.22,1430
C,3736,1142199.37,969459.22,1430
C,3737,1082966.3,996779.71,4728
C,3737,1082966.3,996779.71,4728
C,3738,699955.54,1054814.32,34
C,3738,699955.54,1054814.32,34
C,3739,1054814.91,985569.67,436
C,3739,1054814.91,985569.67,436
C,3740,870819.61,942741.85,3376
C,3740,870819.61,942741.85,3376
C,3741,829937.96,629370.91,1744
C,3741,829937.96,629370.91,1744
C,3742,583493.05,950462.82,1025
C,3742,583493.05,950462.82,1025
C,3743,681658.7,854637.1,2234
C,3743,681658.7,854637.1,2234
C,3744,916741.03,659040.04,1613
C,3744,916741.03,659040.04,1613
C,3745,491801.68,1114642.66,2980
C,3745,491801.68,1114642.66,2980
C,3746,834415.27,557974.52,290
C,3746,834415.27,557974.52,290
C,3747,637130.59,806898.48,5419
C,3747,637130.59,806898.48,5419
C,3748,659942.61,1058770.15,1553
C,3748,659942.61,1058770.15,1553
C,3749,1119832.85,922272.19,304
C,3749,1119832.85,922272.19,304
C,3750,783673.5,462908.17,2940
C,3750,783673.5,462908.17,2940
C,3751,896221.13,884618.0,418
C,3751,896221.13,884618.0,418
C,3752,1111574.33,977280.65,1959
C,3752,1111574.33,977280.65,1959
C,3753,679313.12,558923.19,1137
C,3753,679313.12,558923.19,1137
C,3754,920888.67,684651.86,2002
C,3754,920888.67,684651.86,2002
C,3755,1098179.14,981798.28,641
C,3755,1098179.14,981798.28,641
C,3756,1202554.0,840663.57,1408
C,3756,1202554.0,840663.57,1408
C,3757,933823.88,839342.67,201
C,3757,933823.88,839342.67,201
C,3758,938164.2,805917.1,888
C,3758,938164.2,805917.1,888
C,3759,1050668.39,969190.88,191
C,3759,1050668.39,969190.88,191
C,3760,728306.29,1047040.49,15
C,3760,728306.29,1047040.49,15
C,3761,965463.56,869453.8,127
C,3761,965463.56,869453.8,127
C,3762,754519.73,923401.51,1478
C,3762,754519.73,923401.51,1478
C,3763,775487.37,1002140.01,2400
C,3763,775487.37,1002140.01,2400
C,3764,1157503.54,1003409.72,204
C,3764,1157503.54,1003409.72,204
C,3765,1048873.01,999283.23,4326
C,3765,1048873.01,999283.23,4326
C,3766,973618.5,867483.49,269
C,3766,973618.5,867483.49,269
C,3767,1102462.66,959456.06,2176
C,3767,1102462.66,959456.06,2176
C,3768,942203.8,893572.38,252
C,3768,942203.8,893572.38,252
C,3769,856835.25,796071.9,2278
C,3769,856835.25,796071.9,2278
C,3770,802993.89,798848.67,667
C,3770,802993.89,798848.67,667
C,3771,870615.8,944176.12,5325
C,3771,870615.8,944176.12,5325
C,3772,576460.77,520443.15,320
C,3772,576460.77,520443.15,320
C,3773,636647.22,1030926.34,313
C,3773,636647.22,1030926.34,313
C,3774,1254907.38,909979.06,372
C,3774,1254907.38,909979.06,372
C,3775,908323.24,905123.79,583
C,3775,908323.24,905123.79,583
C,3776,857953.46,743396.28,2079
C,3776,857953.46,743396.28,2079
C,3777,881891.5,831412.73,507
C,3777,881891.5,831412.73,507
C,3778,1054891.76,979434.08,1093
C,3778,1054891.76,979434.08,1093
C,3779,598855.13,836749.62,841
C,3779,598855.13,836749.62,841
C,3780,996172.13,834843.4,1325
C,3780,996172.13,834843.4,1325
C,3781,657070.23,537501.86,362
C,3781,657070.23,537501.86,362
C,3782,955164.62,783815.76,1737
C,3782,955164.62,783815.76,1737
C,3783,960186.56,779264.63,744
C,3783,960186.56,779264.63,744
C,3784,881742.25,1061029.79,1478
C,3784,881742.25,1061029.79,1478
C,3785,858559.35,941878.32,645
C,3785,858559.35,941878.32,645
C,3786,1074799.1,936016.14,1143
C,3786,1074799.1,936016.14,1143
C,3787,728645.98,908265.41,365
C,3787,728645.98,908265.41,365
C,3788,957344.25,827602.48,52
C,3788,957344.25,827602.48,52
C,3789,849977.83,830325.15,319
C,3789,849977.83,830325.15,319
C,3790,699309.56,525396.75,559
C,3790,699309.56,525396.75,559
C,3791,842287.32,737793.79,1255
C,3791,842287.32,737793.79,1255
C,3792,626124.42,792161.08,450
C,3792,626124.42,792161.08,450
C,3793,889508.5,905246.25,2471
C,3793,889508.5,905246.25,2471
C,3794,906064.53,1047236.1,215
C,3794,906064.53,1047236.1,215
C,3795,639048.48,353982.98,1084
C,3795,639048.48,353982.98,1084
C,3796,1093728.56,829718.47,124
C,3796,1093728.56,829718.47,124
C,3797,1298245.99,880982.11,2127
C,3797,1298245.99,880982.11,2127
C,3798,1248044.39,860217.31,427
C,3798,1248044.39,860217.31,427
C,3799,1252941.6,935661.31,320
C,3799,1252941.6,935661.31,320
C,3800,1010438.28,1003297.78,1044
C,3800,1010438.28,1003297.78,1044
C,3801,1208426.85,993368.82,1918
C,3801,1208426.85,993368.82,1918
C,3802,747421.74,523254.43,2673
C,3802,747421.74,523254.43,2673
C,3803,935261.74,713398.55,1016
C,3803,935261.74,713398.55,1016
C,3804,778864.29,788204.86,285
C,3804,778864.29,788204.86,285
C,3805,1064847.66,853758.04,110
C,3805,1064847.66,853758.04,110
C,3806,966517.17,778852.08,619
C,3806,966517.17,778852.08,619
C,3807,891688.13,883375.86,266
C,3807,891688.13,883375.86,266
C,3808,653819.16,537727.38,653
C,3808,653819.16,537727.38,653
C,3809,1082547.53,978043.37,550
C,3809,1082547.53,978043.37,550
C,3810,781861.41,808436.42,1181
C,3810,781861.41,808436.42,1181
C,3811,979443.47,863859.42,928
C,3811,979443.47,863859.42,928
C,3812,620473.2,1092474.25,933
C,3812,620473.2,1092474.25,933
C,3813,1144705.33,988304.91,1779
C,3813,1144705.33,988304.91,1779
C,3814,1253559.73,935650.12,16
C,3814,1253559.73,935650.12,16
C,3815,1009800.1,958840.66,401
C,3815,1009800.1,958840.66,401
C,3816,953062.96,638749.43,530
C,3816,953062.96,638749.43,530
C,3817,825261.28,1024179.44,2201
C,3817,825261.28,1024179.44,2201
C,3818,769701.39,1004902.05,108
C,3818,769701.39,1004902.05,108
C,3819,920037.76,770434.79,1105
C,3819,920037.76,770434.79,1105
C,3820,1111958.57,1053400.06,205
C,3820,1111958.57,1053400.06,205
C,3821,1006664.86,667971.27,618
C,3821,1006664.86,667971.27,618
C,3822,646433.82,827568.48,609
C,3822,646433.82,827568.48,609
C,3823,963835.24,833753.2,258
C,3823,963835.24,833753.2,258
C,3824,1244978.21,879241.87,1674
C,3824,1244978.21,879241.87,1674
C,3825,620636.93,534794.11,3688
C,3825,620636.93,534794.11,3688
C,3826,1110862.63,987686.6,54
C,3826,1110862.63,987686.6,54
C,3827,850931.21,957464.72,1859
C,3827,850931.21,957464.72,1859
C,3828,973745.47,677841.49,198
C,3828,973745.47,677841.49,198
C,3829,576238.02,1066959.44,3604
C,3829,576238.02,1066959.44,3604
C,3830,803959.52,749931.2,594
C,3830,803959.52,749931.2,594
C,3831,896931.71,754621.72,258
C,3831,896931.71,754621.72,258
C,3832,831463.81,624273.7,1922
C,3832,831463.81,624273.7,1922
C,3833,988689.9,780089.66,1381
C,3833,988689.9,780089.66,1381
C,3834,625047.41,530554.73,464
C,3834,625047.41,530554.73,464
C,3835,1045961.64,863191.65,985
C,3835,1045961.64,863191.65,985
C,3836,1077009.91,976933.66,3989
C,3836,1077009.91,976933.66,3989
C,3837,1164201.69,874410.26,934
C,3837,1164201.69,874410.26,934
C,3838,1091995.55,995253.61,1182
C,3838,1091995.55,995253.61,1182
C,3839,857330.87,828864.52,367
C,3839,857330.87,828864.52,367
C,3840,1149599.19,905558.53,309
C,3840,1149599.19,905558.53,309
C,3841,810149.79,560584.69,298
C,3841,810149.79,560584.69,298
C,3842,971346.43,959551.36,212
C,3842,971346.43,959551.36,212
C,3843,999530.12,727271.83,1161
C,3843,999530.12,727271.83,1161
C,3844,1017333.56,712204.94,4044
C,3844,1017333.56,712204.94,4044
C,3845,819533.21,790331.23,3937
C,3845,819533.21,790331.23,3937
C,3846,985294.04,773168.58,1978
C,3846,985294.04,773168.58,1978
C,3847,812808.33,436388.87,109
C,3847,812808.33,436388.87,109
C,3848,1175262.44,944608.79,1646
C,3848,1175262.44,944608.79,1646
C,3849,802478.22,718081.37,2424
C,3849,802478.22,718081.37,2424
C,3850,852986.1,820656.17,203
C,3850,852986.1,820656.17,203
C,3851,1015015.83,821189.29,296
C,3851,1015015.83,821189.29,296
C,3852,1155206.97,852975.43,1397
C,3852,1155206.97,852975.43,1397
C,3853,769154.53,748963.63,11
C,3853,769154.53,748963.63,11
C,3854,1101998.22,981005.57,1111
C,3854,1101998.22,981005.57,1111
C,3855,1078118.1,894204.96,513
C,3855,1078118.1,894204.96,513
C,3856,1003469.49,884110.52,1025
C,3856,1003469.49,884110.52,1025
C,3857,1117921.64,967777.17,3757
C,3857,1117921.64,967777.17,3757
C,3858,767375.86,735023.89,2415
C,3858,767375.86,735023.89,2415
C,3859,1037332.23,1034518.77,1487
C,3859,1037332.23,1034518.77,1487
C,3860,868836.01,980310.88,1430
C,3860,868836.01,980310.88,1430
C,3861,892834.18,1052532.95,857
C,3861,892834.18,1052532.95,857
C,3862,682168.8,973182.61,153
C,3862,682168.8,973182.61,153
C,3863,1056667.1,940203.84,351
C,3863,1056667.1,940203.84,351
C,3864,872780.94,892158.86,1315
C,3864,872780.94,892158.86,1315
C,3865,806231.58,928199.15,886
C,3865,806231.58,928199.15,886
C,3866,875117.61,336954.24,333
C,3866,875117.61,336954.24,333
C,3867,936394.43,710682.88,572
C,3867,936394.43,710682.88,572
C,3868,889685.59,882694.34,352
C,3868,889685.59,882694.34,352
C,3869,879998.11,539819.76,106
C,3869,879998.11,539819.76,106
C,3870,1098938.72,978821.19,501
C,3870,1098938.72,978821.19,501
C,3871,873754.37,900337.11,2277
C,3871,873754.37,900337.11,2277
C,3872,828878.77,1073253.91,304
C,3872,828878.77,1073253.91,304
C,3873,802631.91,951731.35,572
C,3873,802631.91,951731.35,572
C,3874,1093280.83,750670.84,548
C,3874,1093280.83,750670.84,548
C,3875,947095.43,1064490.18,761
C,3875,947095.43,1064490.18,761
