Feature,Instance,LocX,LocY,Checkin
A,4865,923773.31,736143.22,744
A,4866,638140.77,530575.05,1022
A,4866,638140.77,530575.05,1022
A,4867,864897.75,832539.28,987
A,4867,864897.75,832539.28,987
A,4868,957079.17,666280.87,1465
A,4868,957079.17,666280.87,1465
A,4869,1287426.93,886459.37,8070
A,4869,1287426.93,886459.37,8070
A,4870,759295.53,1020511.1,3085
A,4870,759295.53,1020511.1,3085
A,4871,829238.52,752199.84,487
A,4871,829238.52,752199.84,487
A,4872,1105436.4,977728.78,1118
A,4872,1105436.4,977728.78,1118
A,4873,872255.25,387118.52,1652
A,4873,872255.25,387118.52,1652
A,4874,961709.07,965420.1,376
A,4874,961709.07,965420.1,376
A,4875,710845.88,886250.7,662
A,4875,710845.88,886250.7,662
A,4876,488399.14,1121011.97,486
A,4876,488399.14,1121011.97,486
A,4877,537490.32,425977.03,803
A,4877,537490.32,425977.03,803
A,4878,950530.27,1049218.05,3966
A,4878,950530.27,1049218.05,3966
A,4879,886588.22,1052220.17,3919
A,4879,886588.22,1052220.17,3919
A,4880,824060.65,971984.18,9779
A,4880,824060.65,971984.18,9779
A,4881,882735.73,719267.83,1037
A,4881,882735.73,719267.83,1037
A,4882,931460.48,694187.01,7585
A,4882,931460.48,694187.01,7585
A,4883,683718.04,514294.38,1334
A,4883,683718.04,514294.38,1334
A,4884,922200.68,660407.94,1701
A,4884,922200.68,660407.94,1701
A,4885,721640.44,1014612.8,334
A,4885,721640.44,1014612.8,334
A,4886,811741.35,762634.99,1703
A,4886,811741.35,762634.99,1703
A,4887,781014.96,829334.26,421
A,4887,781014.96,829334.26,421
A,4888,765987.0,786127.64,874
A,4888,765987.0,786127.64,874
A,4889,566131.76,1101498.91,48
A,4889,566131.76,1101498.91,48
A,4890,861200.07,789503.11,1258
A,4890,861200.07,789503.11,1258
A,4891,963561.25,987492.62,675
A,4891,963561.25,987492.62,675
A,4892,674235.49,343030.15,871
A,4892,674235.49,343030.15,871
A,4893,751454.66,984638.86,2460
A,4893,751454.66,984638.86,2460
A,4894,1111499.7,976140.48,1899
A,4894,1111499.7,976140.48,1899
A,4895,778552.43,834738.4,2723
A,4895,778552.43,834738.4,2723
A,4896,709149.62,1087730.69,1584
A,4896,709149.62,1087730.69,1584
A,4897,839100.86,814348.92,11
A,4897,839100.86,814348.92,11
A,4898,675649.96,295848.7,3226
A,4898,675649.96,295848.7,3226
A,4899,831466.03,897225.13,3559
A,4899,831466.03,897225.13,3559
A,4900,847181.18,748958.43,3647
A,4900,847181.18,748958.43,3647
A,4901,830836.76,366487.38,2883
A,4901,830836.76,366487.38,2883
A,4902,787371.18,1053585.5,833
A,4902,787371.18,1053585.5,833
A,4903,828831.99,950393.8,2094
A,4903,828831.99,950393.8,2094
A,4904,768466.23,520600.6,119
A,4904,768466.23,520600.6,119
A,4905,855609.0,820774.76,2958
A,4905,855609.0,820774.76,2958
A,4906,1218358.25,909529.26,2036
A,4906,1218358.25,909529.26,2036
A,4907,601574.93,1052618.16,2416
A,4907,601574.93,1052618.16,2416
A,4908,687967.03,1103025.66,668
A,4908,687967.03,1103025.66,668
A,4909,909086.16,660963.44,5
A,4909,909086.16,660963.44,5
A,4910,786763.07,989919.15,1716
A,4910,786763.07,989919.15,1716
A,4911,908736.44,743226.57,505
A,4911,908736.44,743226.57,505
A,4912,661139.9,474325.03,43
A,4912,661139.9,474325.03,43
A,4913,939922.82,953719.01,4570
A,4913,939922.82,953719.01,4570
A,4914,1061067.56,967270.77,3439
A,4914,1061067.56,967270.77,3439
A,4915,857152.67,897956.5,62
A,4915,857152.67,897956.5,62
A,4916,804736.92,951753.68,2042
A,4916,804736.92,951753.68,2042
A,4917,691294.94,866643.76,1726
A,4917,691294.94,866643.76,1726
A,4918,951757.63,733203.87,3557
A,4918,951757.63,733203.87,3557
A,4919,771573.62,973254.47,463
A,4919,771573.62,973254.47,463
A,4920,855006.46,781952.93,667
A,4920,855006.46,781952.93,667
A,4921,1002174.18,839567.97,241
A,4921,1002174.18,839567.97,241
A,4922,874222.15,771490.03,968
A,4922,874222.15,771490.03,968
A,4923,969600.06,953803.21,2936
A,4923,969600.06,953803.21,2936
A,4924,845813.48,732287.44,1227
A,4924,845813.48,732287.44,1227
A,4925,1074652.08,1042933.57,4464
A,4925,1074652.08,1042933.57,4464
A,4926,1096208.9,813904.11,1809
A,4926,1096208.9,813904.11,1809
A,4927,863220.43,885351.53,118
A,4927,863220.43,885351.53,118
A,4928,1086472.41,997149.08,159
A,4928,1086472.41,997149.08,159
A,4929,828043.45,945770.58,1347
A,4929,828043.45,945770.58,1347
A,4930,894441.34,977882.53,3921
A,4930,894441.34,977882.53,3921
A,4931,966644.14,811851.06,5061
A,4931,966644.14,811851.06,5061
A,4932,1211665.67,923894.33,322
A,4932,1211665.67,923894.33,322
A,4933,935795.23,605467.55,992
A,4933,935795.23,605467.55,992
A,4934,1143136.04,815099.16,231
A,4934,1143136.04,815099.16,231
A,4935,928844.26,748145.79,1537
A,4935,928844.26,748145.79,1537
A,4936,773252.05,787814.52,1049
A,4936,773252.05,787814.52,1049
A,4937,790967.51,1050926.8,2231
A,4937,790967.51,1050926.8,2231
A,4938,1020267.21,844577.68,519
A,4938,1020267.21,844577.68,519
A,4939,863672.62,874557.77,1345
A,4939,863672.62,874557.77,1345
A,4940,774544.01,788678.01,2415
A,4940,774544.01,788678.01,2415
A,4941,648445.27,828504.99,2989
A,4941,648445.27,828504.99,2989
A,4942,998514.37,669746.42,3060
A,4942,998514.37,669746.42,3060
A,4943,841771.65,995522.11,1622
A,4943,841771.65,995522.11,1622
A,4944,1063755.06,856558.17,3851
A,4944,1063755.06,856558.17,3851
A,4945,1062611.23,949152.47,1742
A,4945,1062611.23,949152.47,1742
A,4946,1092806.36,986280.09,655
A,4946,1092806.36,986280.09,655
A,4947,1121977.95,911679.11,1296
A,4947,1121977.95,911679.11,1296
A,4948,888217.65,783821.97,1932
A,4948,888217.65,783821.97,1932
A,4949,979177.28,998587.04,2530
A,4949,979177.28,998587.04,2530
A,4950,1081557.39,997388.25,2928
A,4950,1081557.39,997388.25,2928
A,4951,1296302.48,873698.28,3672
A,4951,1296302.48,873698.28,3672
A,4952,816913.65,664821.46,1321
A,4952,816913.65,664821.46,1321
A,4953,812831.72,773234.97,297
A,4953,812831.72,773234.97,297
A,4954,935722.84,630219.07,2438
A,4954,935722.84,630219.07,2438
A,4955,764994.64,620516.29,968
A,4955,764994.64,620516.29,968
A,4956,1129734.18,976411.63,2080
A,4956,1129734.18,976411.63,2080
A,4957,1050865.52,1018956.14,378
A,4957,1050865.52,1018956.14,378
A,4958,958868.99,666790.76,6362
A,4958,958868.99,666790.76,6362
A,4959,1014072.48,946722.04,937
A,4959,1014072.48,946722.04,937
A,4960,1295744.49,889265.64,458
A,4960,1295744.49,889265.64,458
A,4961,891369.59,862874.67,3857
A,4961,891369.59,862874.67,3857
A,4962,1084354.04,1021096.77,144
A,4962,1084354.04,1021096.77,144
A,4963,957539.16,925421.48,2676
A,4963,957539.16,925421.48,2676
A,4964,961020.77,954234.36,1508
A,4964,961020.77,954234.36,1508
A,4965,833181.22,989911.07,796
A,4965,833181.22,989911.07,796
A,4966,519003.03,943978.06,8599
A,4966,519003.03,943978.06,8599
A,4967,818074.19,1059506.4,4194
A,4967,818074.19,1059506.4,4194
A,4968,978860.97,775649.45,849
A,4968,978860.97,775649.45,849
A,4969,845327.89,763601.94,11163
A,4969,845327.89,763601.94,11163
A,4970,881507.25,870671.42,2045
A,4970,881507.25,870671.42,2045
A,4971,949708.31,753054.71,72
A,4971,949708.31,753054.71,72
A,4972,945687.64,828322.64,1180
A,4972,945687.64,828322.64,1180
A,4973,967148.67,958056.9,3515
A,4973,967148.67,958056.9,3515
A,4974,697889.51,971693.66,765
A,4974,697889.51,971693.66,765
A,4975,999075.7,740191.92,22
A,4975,999075.7,740191.92,22
A,4976,821710.61,629238.88,1088
A,4976,821710.61,629238.88,1088
A,4977,1142197.14,984201.21,864
A,4977,1142197.14,984201.21,864
A,4978,774379.18,335062.47,572
A,4978,774379.18,335062.47,572
A,4979,1030516.02,1054970.66,2124
A,4979,1030516.02,1054970.66,2124
A,4980,1069650.19,987274.37,965
A,4980,1069650.19,987274.37,965
A,4981,1063390.86,981031.86,2465
A,4981,1063390.86,981031.86,2465
A,4982,1034408.61,846567.95,1218
A,4982,1034408.61,846567.95,1218
A,4983,812054.32,773233.93,1107
A,4983,812054.32,773233.93,1107
A,4984,1181762.34,978001.89,2405
A,4984,1181762.34,978001.89,2405
A,4985,916859.09,811787.06,3141
A,4985,916859.09,811787.06,3141
A,4986,1103948.42,983161.07,2064
A,4986,1103948.42,983161.07,2064
A,4987,1022491.38,817234.94,738
A,4987,1022491.38,817234.94,738
A,4988,724203.2,492531.9,4596
A,4988,724203.2,492531.9,4596
A,4989,981822.46,1054177.88,580
A,4989,981822.46,1054177.88,580
A,4990,871137.03,901168.27,5994
A,4990,871137.03,901168.27,5994
A,4991,1029598.28,894972.37,2305
A,4991,1029598.28,894972.37,2305
A,4992,907335.33,904867.63,2774
A,4992,907335.33,904867.63,2774
A,4993,814769.67,984185.04,465
A,4993,814769.67,984185.04,465
A,4994,944891.3,616496.81,5846
A,4994,944891.3,616496.81,5846
A,4995,1174546.29,977593.23,2193
A,4995,1174546.29,977593.23,2193
A,4996,1079610.54,728558.11,4669
A,4996,1079610.54,728558.11,4669
A,4997,1058866.77,968016.18,1588
A,4997,1058866.77,968016.18,1588
A,4998,1229408.97,921277.15,21
A,4998,1229408.97,921277.15,21
A,4999,1133337.19,978398.4,183
A,4999,1133337.19,978398.4,183
A,5000,982381.56,867200.51,4435
A,5000,982381.56,867200.51,4435
A,5001,1020143.58,993504.11,398
A,5001,1020143.58,993504.11,398
A,5002,824498.35,1032969.44,5139
A,5002,824498.35,1032969.44,5139
A,5003,1225517.49,906562.62,891
A,5003,1225517.49,906562.62,891
A,5004,978456.67,776083.94,1309
A,5004,978456.67,776083.94,1309
A,5005,1152296.72,1002521.25,262
A,5005,1152296.72,1002521.25,262
A,5006,1026006.41,1047199.99,1476
A,5006,1026006.41,1047199.99,1476
A,5007,978853.17,717341.83,10
A,5007,978853.17,717341.83,10
A,5008,1111738.05,986732.79,1121
A,5008,1111738.05,986732.79,1121
A,5009,955049.9,956482.05,1489
A,5009,955049.9,956482.05,1489
A,5010,984214.81,1053958.38,1109
A,5010,984214.81,1053958.38,1109
A,5011,1246422.76,841194.33,1084
A,5011,1246422.76,841194.33,1084
A,5012,885141.45,797895.27,3568
A,5012,885141.45,797895.27,3568
A,5013,863948.83,788144.81,713
A,5013,863948.83,788144.81,713
A,5014,1087312.19,996358.85,616
A,5014,1087312.19,996358.85,616
A,5015,891453.12,902102.45,2511
A,5015,891453.12,902102.45,2511
A,5016,867499.5,762425.18,814
A,5016,867499.5,762425.18,814
A,5017,946733.46,805206.3,6551
A,5017,946733.46,805206.3,6551
A,5018,639900.51,906415.68,158
A,5018,639900.51,906415.68,158
A,5019,1096183.28,956813.68,3944
A,5019,1096183.28,956813.68,3944
A,5020,1020644.77,814469.66,1953
A,5020,1020644.77,814469.66,1953
A,5021,971437.76,1048610.27,347
A,5021,971437.76,1048610.27,347
A,5022,704697.93,1078620.29,2163
A,5022,704697.93,1078620.29,2163
A,5023,1271382.11,910110.63,952
A,5023,1271382.11,910110.63,952
A,5024,1181358.04,978502.58,1329
A,5024,1181358.04,978502.58,1329
A,5025,1048964.34,759804.09,1113
A,5025,1048964.34,759804.09,1113
A,5026,918024.08,1026616.39,1047
A,5026,918024.08,1026616.39,1047
A,5027,758443.51,528124.91,1093
A,5027,758443.51,528124.91,1093
A,5028,968207.86,894756.76,745
A,5028,968207.86,894756.76,745
A,5029,1232220.1,940992.35,585
A,5029,1232220.1,940992.35,585
A,5030,1046110.88,730380.24,723
A,5030,1046110.88,730380.24,723
A,5031,759529.42,1031636.91,1689
A,5031,759529.42,1031636.91,1689
A,5032,1204684.62,1001425.91,3940
A,5032,1204684.62,1001425.91,3940
A,5033,1090088.79,967846.04,2135
A,5033,1090088.79,967846.04,2135
A,5034,793970.21,1044672.71,6884
A,5034,793970.21,1044672.71,6884
A,5035,885908.83,824885.07,862
A,5035,885908.83,824885.07,862
A,5036,873468.13,778039.36,92
A,5036,873468.13,778039.36,92
A,5037,648268.19,1100077.54,583
A,5037,648268.19,1100077.54,583
A,5038,898433.05,756536.66,1417
A,5038,898433.05,756536.66,1417
A,5039,1096423.86,975601.2,259
A,5039,1096423.86,975601.2,259
A,5040,910615.35,1036437.45,535
A,5040,910615.35,1036437.45,535
A,5041,1117457.2,906491.19,1382
A,5041,1117457.2,906491.19,1382
A,5042,533030.83,523336.88,1909
A,5042,533030.83,523336.88,1909
A,5043,1082726.84,960240.7,1359
A,5043,1082726.84,960240.7,1359
A,5044,938683.21,793897.39,1739
A,5044,938683.21,793897.39,1739
A,5045,936923.47,854677.15,183
A,5045,936923.47,854677.15,183
A,5046,1205004.27,943597.16,723
A,5046,1205004.27,943597.16,723
A,5047,1088664.29,808699.77,697
A,5047,1088664.29,808699.77,697
A,5048,833162.29,768412.12,4519
A,5048,833162.29,768412.12,4519
A,5049,731521.71,608228.18,2495
A,5049,731521.71,608228.18,2495
A,5050,1059800.1,695251.35,524
A,5050,1059800.1,695251.35,524
A,5051,913335.16,939144.92,992
A,5051,913335.16,939144.92,992
A,5052,1075008.49,926105.55,341
A,5052,1075008.49,926105.55,341
A,5053,582933.94,1077461.93,585
A,5053,582933.94,1077461.93,585
A,5054,933446.31,1057329.51,250
A,5054,933446.31,1057329.51,250
A,5055,398148.98,625902.33,2281
A,5055,398148.98,625902.33,2281
A,5056,874594.14,783108.18,4180
A,5056,874594.14,783108.18,4180
A,5057,932535.26,745556.45,1904
A,5057,932535.26,745556.45,1904
A,5058,768969.65,967400.41,2867
A,5058,768969.65,967400.41,2867
A,5059,1070422.03,980076.27,4958
A,5059,1070422.03,980076.27,4958
A,5060,764133.7,772184.11,2127
A,5060,764133.7,772184.11,2127
A,5061,1047222.42,941750.31,2329
A,5061,1047222.42,941750.31,2329
A,5062,564504.56,595291.66,1574
A,5062,564504.56,595291.66,1574
A,5063,864280.73,832792.58,800
A,5063,864280.73,832792.58,800
A,5064,1109069.48,978913.22,232
A,5064,1109069.48,978913.22,232
A,5065,990480.82,873360.2,1431
A,5065,990480.82,873360.2,1431
A,5066,816619.62,988827.2,953
A,5066,816619.62,988827.2,953
A,5067,966993.86,671063.08,1873
A,5067,966993.86,671063.08,1873
A,5068,893349.85,880264.56,276
A,5068,893349.85,880264.56,276
A,5069,939752.42,760828.52,1634
A,5069,939752.42,760828.52,1634
A,5070,967099.67,852404.35,57
A,5070,967099.67,852404.35,57
A,5071,1191817.36,990605.97,117
A,5071,1191817.36,990605.97,117
A,5072,1220131.35,864747.64,3610
A,5072,1220131.35,864747.64,3610
A,5073,1220390.86,844036.85,445
A,5073,1220390.86,844036.85,445
A,5074,1018743.58,700436.91,253
A,5074,1018743.58,700436.91,253
A,5075,1090822.76,1050272.02,485
A,5075,1090822.76,1050272.02,485
A,5076,710314.61,524965.34,1718
A,5076,710314.61,524965.34,1718
A,5077,924541.8,566102.71,2868
A,5077,924541.8,566102.71,2868
A,5078,960159.83,816590.14,1018
A,5078,960159.83,816590.14,1018
A,5079,614219.44,1089251.95,3119
A,5079,614219.44,1089251.95,3119
A,5080,1082153.26,978861.64,2132
A,5080,1082153.26,978861.64,2132
A,5081,1085411.0,1048172.97,3948
A,5081,1085411.0,1048172.97,3948
A,5082,538398.04,1128023.32,12
A,5082,538398.04,1128023.32,12
A,5083,771504.56,1008987.45,2387
A,5083,771504.56,1008987.45,2387
A,5084,776327.14,705037.41,464
A,5084,776327.14,705037.41,464
A,5085,1233899.65,888832.09,124
A,5085,1233899.65,888832.09,124
A,5086,771101.38,867176.93,836
A,5086,771101.38,867176.93,836
A,5087,764352.0,464942.17,789
A,5087,764352.0,464942.17,789
A,5088,1238892.63,896399.7,1046
A,5088,1238892.63,896399.7,1046
A,5089,830152.91,752230.0,347
A,5089,830152.91,752230.0,347
A,5090,670024.36,967958.45,5693
A,5090,670024.36,967958.45,5693
A,5091,898678.08,1038582.63,328
A,5091,898678.08,1038582.63,328
A,5092,859478.2,743148.48,817
A,5092,859478.2,743148.48,817
A,5093,784537.78,761115.26,2644
A,5093,784537.78,761115.26,2644
A,5094,984704.87,832811.12,2499
A,5094,984704.87,832811.12,2499
A,5095,1014402.15,772309.64,262
A,5095,1014402.15,772309.64,262
A,5096,587601.7,1084199.97,412
A,5096,587601.7,1084199.97,412
A,5097,876889.6,738148.03,3657
A,5097,876889.6,738148.03,3657
A,5098,860155.37,776585.8,2613
A,5098,860155.37,776585.8,2613
A,5099,992833.08,819757.94,2391
A,5099,992833.08,819757.94,2391
A,5100,716655.25,1042830.19,3333
A,5100,716655.25,1042830.19,3333
A,5101,1015981.46,1011594.08,8359
A,5101,1015981.46,1011594.08,8359
A,5102,693793.11,1105864.17,109
A,5102,693793.11,1105864.17,109
A,5103,1192818.63,975356.34,288
A,5103,1192818.63,975356.34,288
A,5104,906057.85,913304.37,406
A,5104,906057.85,913304.37,406
A,5105,1058336.62,782956.92,230
A,5105,1058336.62,782956.92,230
A,5106,796010.61,973895.1,157
A,5106,796010.61,973895.1,157
A,5107,1107741.88,978086.86,1442
A,5107,1107741.88,978086.86,1442
A,5108,1223976.05,996817.05,167
A,5108,1223976.05,996817.05,167
A,5109,902947.12,1060354.77,3754
A,5109,902947.12,1060354.77,3754
A,5110,962827.29,862074.48,602
A,5110,962827.29,862074.48,602
A,5111,850533.6,780158.06,2129
A,5111,850533.6,780158.06,2129
A,5112,703002.78,613876.69,4134
A,5112,703002.78,613876.69,4134
A,5113,635013.33,238878.03,2617
A,5113,635013.33,238878.03,2617
A,5114,1059658.65,1048363.54,1234
A,5114,1059658.65,1048363.54,1234
A,5115,1135525.73,1053550.42,2581
A,5115,1135525.73,1053550.42,2581
A,5116,914758.54,576837.8,2536
A,5116,914758.54,576837.8,2536
A,5117,794202.98,874782.1,4880
A,5117,794202.98,874782.1,4880
A,5118,877465.42,879615.54,3329
A,5118,877465.42,879615.54,3329
A,5119,1083803.85,941986.02,2811
A,5119,1083803.85,941986.02,2811
A,5120,1237823.42,998264.15,1323
A,5120,1237823.42,998264.15,1323
A,5121,773425.8,997846.4,502
A,5121,773425.8,997846.4,502
A,5122,800926.75,795573.32,1181
A,5122,800926.75,795573.32,1181
A,5123,826595.56,752105.2,11
A,5123,826595.56,752105.2,11
A,5124,1090388.39,1036345.04,4038
A,5124,1090388.39,1036345.04,4038
A,5125,834514.39,820507.68,1970
A,5125,834514.39,820507.68,1970
A,5126,944471.42,1067460.81,4323
A,5126,944471.42,1067460.81,4323
A,5127,1064999.13,985918.32,5329
A,5127,1064999.13,985918.32,5329
A,5128,864117.01,759199.34,215
A,5128,864117.01,759199.34,215
A,5129,701229.68,546562.17,5730
A,5129,701229.68,546562.17,5730
A,5130,1174698.87,886472.67,492
A,5130,1174698.87,886472.67,492
A,5131,690395.03,512420.27,1848
A,5131,690395.03,512420.27,1848
A,5132,804066.44,751330.32,6009
A,5132,804066.44,751330.32,6009
A,5133,921561.38,1023846.48,204
A,5133,921561.38,1023846.48,204
A,5134,1168289.19,944223.85,4797
A,5134,1168289.19,944223.85,4797
A,5135,1086513.62,973859.68,174
A,5135,1086513.62,973859.68,174
A,5136,899811.89,761744.79,1356
A,5136,899811.89,761744.79,1356
A,5137,913577.96,1029560.31,549
A,5137,913577.96,1029560.31,549
A,5138,1254592.19,934941.43,3843
A,5138,1254592.19,934941.43,3843
A,5139,1139073.05,970438.31,341
A,5139,1139073.05,970438.31,341
A,5140,837879.06,805558.61,3824
A,5140,837879.06,805558.61,3824
A,5141,911817.1,892649.48,3746
A,5141,911817.1,892649.48,3746
A,5142,940974.21,725020.08,3916
A,5142,940974.21,725020.08,3916
A,5143,1121768.57,895602.79,6935
A,5143,1121768.57,895602.79,6935
A,5144,961788.15,816882.11,358
A,5144,961788.15,816882.11,358
A,5145,1251367.85,1020359.13,7262
A,5145,1251367.85,1020359.13,7262
A,5146,905747.11,763894.81,2159
A,5146,905747.11,763894.81,2159
A,5147,1278644.94,871774.09,2368
A,5147,1278644.94,871774.09,2368
A,5148,1095068.41,985125.0,5383
A,5148,1095068.41,985125.0,5383
A,5149,643687.29,1038050.4,3928
A,5149,643687.29,1038050.4,3928
A,5150,750100.33,988524.13,72
A,5150,750100.33,988524.13,72
A,5151,1217039.56,1007661.15,4342
A,5151,1217039.56,1007661.15,4342
A,5152,914670.55,750167.35,3217
A,5152,914670.55,750167.35,3217
A,5153,1088523.96,988173.57,1000
A,5153,1088523.96,988173.57,1000
A,5154,1103273.48,979947.83,296
A,5154,1103273.48,979947.83,296
A,5155,648342.81,537463.39,683
A,5155,648342.81,537463.39,683
A,5156,1157855.49,974572.12,105
A,5156,1157855.49,974572.12,105
A,5157,1081098.52,979879.07,3888
A,5157,1081098.52,979879.07,3888
A,5158,907777.5,747644.22,749
A,5158,907777.5,747644.22,749
A,5159,1230046.04,912394.92,320
A,5159,1230046.04,912394.92,320
A,5160,925392.72,868806.99,1699
A,5160,925392.72,868806.99,1699
A,5161,781718.85,330390.28,262
A,5161,781718.85,330390.28,262
A,5162,601640.64,1052643.22,400
A,5162,601640.64,1052643.22,400
A,5163,1095912.64,981722.45,5077
A,5163,1095912.64,981722.45,5077
A,5164,1104327.09,1045175.42,3353
A,5164,1104327.09,1045175.42,3353
A,5165,972014.69,817250.41,738
A,5165,972014.69,817250.41,738
A,5166,1288932.73,878802.66,2084
A,5166,1288932.73,878802.66,2084
A,5167,924756.76,740557.51,3554
A,5167,924756.76,740557.51,3554
A,5168,877429.78,895946.08,2959
A,5168,877429.78,895946.08,2959
A,5169,1175416.14,1028040.22,7109
A,5169,1175416.14,1028040.22,7109
A,5170,758955.83,1031733.39,1921
A,5170,758955.83,1031733.39,1921
A,5171,770884.2,764097.32,4324
A,5171,770884.2,764097.32,4324
A,5172,601887.9,836241.2,10957
A,5172,601887.9,836241.2,10957
A,5173,799410.92,754486.56,652
A,5173,799410.92,754486.56,652
A,5174,974841.41,833276.51,2134
A,5174,974841.41,833276.51,2134
A,5175,901577.2,908380.68,3452
A,5175,901577.2,908380.68,3452
A,5176,859070.56,828020.78,618
A,5176,859070.56,828020.78,618
A,5177,1250153.86,867348.16,1085
A,5177,1250153.86,867348.16,1085
A,5178,780480.35,462884.43,2319
A,5178,780480.35,462884.43,2319
A,5179,984178.06,1006577.58,261
A,5179,984178.06,1006577.58,261
A,5180,1093819.89,978869.73,506
A,5180,1093819.89,978869.73,506
A,5181,649073.43,1023237.86,3709
A,5181,649073.43,1023237.86,3709
A,5182,908696.35,617113.61,1529
A,5182,908696.35,617113.61,1529
A,5183,771572.5,753250.21,2446
A,5183,771572.5,753250.21,2446
A,5184,489518.47,1119979.76,1301
A,5184,489518.47,1119979.76,1301
A,5185,1030322.23,929447.72,92
A,5185,1030322.23,929447.72,92
A,5186,808637.31,769127.22,2420
A,5186,808637.31,769127.22,2420
A,5187,944616.21,629630.76,3333
A,5187,944616.21,629630.76,3333
A,5188,855478.69,777063.78,2662
A,5188,855478.69,777063.78,2662
A,5189,1060596.44,963408.92,1483
A,5189,1060596.44,963408.92,1483
A,5190,1083838.37,1007354.74,270
A,5190,1083838.37,1007354.74,270
A,5191,1086981.4,984212.33,5862
A,5191,1086981.4,984212.33,5862
A,5192,1255973.25,935757.9,2431
A,5192,1255973.25,935757.9,2431
A,5193,1028747.37,901183.58,1987
A,5193,1028747.37,901183.58,1987
A,5194,932339.23,614331.78,2847
A,5194,932339.23,614331.78,2847
A,5195,1232545.32,1024248.85,1472
A,5195,1232545.32,1024248.85,1472
A,5196,794530.43,967384.2,2162
A,5196,794530.43,967384.2,2162
A,5197,746812.51,521124.37,452
A,5197,746812.51,521124.37,452
A,5198,1261049.76,998415.51,2725
A,5198,1261049.76,998415.51,2725
A,5199,891242.62,881129.5,1775
A,5199,891242.62,881129.5,1775
A,5200,658778.73,1034165.12,1042
A,5200,658778.73,1034165.12,1042
A,5201,1279846.68,885729.01,118
A,5201,1279846.68,885729.01,118
A,5202,777743.84,787022.38,536
A,5202,777743.84,787022.38,536
A,5203,650927.84,920620.18,846
A,5203,650927.84,920620.18,846
A,5204,812230.29,1002045.21,709
A,5204,812230.29,1002045.21,709
A,5205,1279691.87,884835.92,3611
A,5205,1279691.87,884835.92,3611
A,5206,839118.68,674192.54,1003
A,5206,839118.68,674192.54,1003
A,5207,838404.76,803167.57,1186
A,5207,838404.76,803167.57,1186
A,5208,797741.4,733291.44,1465
A,5208,797741.4,733291.44,1465
A,5209,957249.58,784337.85,2835
A,5209,957249.58,784337.85,2835
A,5210,895242.13,885358.69,46
A,5210,895242.13,885358.69,46
A,5211,976293.75,989212.07,29
A,5211,976293.75,989212.07,29
A,5212,1134381.89,794319.51,3158
A,5212,1134381.89,794319.51,3158
A,5213,1238410.37,918642.84,154
A,5213,1238410.37,918642.84,154
A,5214,921519.06,659753.48,226
A,5214,921519.06,659753.48,226
A,5215,1074262.27,821530.59,1357
A,5215,1074262.27,821530.59,1357
A,5216,796310.21,730567.95,1011
A,5216,796310.21,730567.95,1011
A,5217,864805.31,766621.49,4424
A,5217,864805.31,766621.49,4424
A,5218,714729.56,966683.3,1951
A,5218,714729.56,966683.3,1951
A,5219,905304.95,588859.96,1590
A,5219,905304.95,588859.96,1590
A,5220,947133.3,791556.69,2054
A,5220,947133.3,791556.69,2054
A,5221,893164.97,885275.83,5294
A,5221,893164.97,885275.83,5294
A,5222,1100653.91,834754.87,113
A,5222,1100653.91,834754.87,113
A,5223,675466.19,1108579.24,3574
A,5223,675466.19,1108579.24,3574
A,5224,1171271.84,1011238.45,1084
A,5224,1171271.84,1011238.45,1084
A,5225,926869.56,604060.38,2114
A,5225,926869.56,604060.38,2114
A,5226,659196.39,965370.46,1251
A,5226,659196.39,965370.46,1251
A,5227,979307.59,867852.58,10331
A,5227,979307.59,867852.58,10331
A,5228,772519.2,762923.74,453
A,5228,772519.2,762923.74,453
A,5229,1117519.57,971588.38,705
A,5229,1117519.57,971588.38,705
A,5230,1045253.29,1016552.18,2266
A,5230,1045253.29,1016552.18,2266
A,5231,962198.01,839351.92,176
A,5231,962198.01,839351.92,176
A,5232,978141.48,734828.99,492
A,5232,978141.48,734828.99,492
A,5233,799090.16,692205.66,455
A,5233,799090.16,692205.66,455
A,5234,1074558.53,981965.1,4520
A,5234,1074558.53,981965.1,4520
A,5235,864062.43,910608.34,10054
A,5235,864062.43,910608.34,10054
A,5236,255118.87,676612.06,1517
A,5236,255118.87,676612.06,1517
A,5237,750877.74,989130.25,1586
A,5237,750877.74,989130.25,1586
A,5238,933523.16,843043.52,3126
A,5238,933523.16,843043.52,3126
A,5239,826548.79,400962.35,2000
A,5239,826548.79,400962.35,2000
A,5240,868804.82,793625.27,2077
A,5240,868804.82,793625.27,2077
A,5241,854696.83,949135.21,443
A,5241,854696.83,949135.21,443
A,5242,978220.56,867114.39,995
A,5242,978220.56,867114.39,995
A,5243,1202059.49,1018041.15,575
A,5243,1202059.49,1018041.15,575
A,5244,883665.72,736279.74,63
A,5244,883665.72,736279.74,63
A,5245,1102634.18,989720.16,841
A,5245,1102634.18,989720.16,841
A,5246,638144.11,1031820.82,2710
A,5246,638144.11,1031820.82,2710
A,5247,1092301.83,998988.62,3662
A,5247,1092301.83,998988.62,3662
A,5248,976890.73,809551.73,784
A,5248,976890.73,809551.73,784
A,5249,424592.97,372406.43,1740
A,5249,424592.97,372406.43,1740
A,5250,1200930.14,859663.16,800
A,5250,1200930.14,859663.16,800
